Data;Data;Casos;Casos_por_dia;Obitos_por_dia;;;
24/04/2021;2021-4-24;2827833;16271;875;;;"INSERT INTO dados_estado_sp VALUES('2021-4-24', 2827833, 16271, 875);"
25/04/2021;2021-4-25;2834321;6488;145;;;"INSERT INTO dados_estado_sp VALUES('2021-4-25', 2834321, 6488, 145);"
26/04/2021;2021-4-26;2838233;3912;105;;;"INSERT INTO dados_estado_sp VALUES('2021-4-26', 2838233, 3912, 105);"
27/04/2021;2021-4-27;2856225;17992;1044;;;"INSERT INTO dados_estado_sp VALUES('2021-4-27', 2856225, 17992, 1044);"
28/04/2021;2021-4-28;2873238;17013;814;;;"INSERT INTO dados_estado_sp VALUES('2021-4-28', 2873238, 17013, 814);"
29/04/2021;2021-4-29;2888158;14920;876;;;"INSERT INTO dados_estado_sp VALUES('2021-4-29', 2888158, 14920, 876);"
30/04/2021;2021-4-30;2903709;15551;659;;;"INSERT INTO dados_estado_sp VALUES('2021-4-30', 2903709, 15551, 659);"
01/05/2021;2021-5-1;2918044;14335;750;;;"INSERT INTO dados_estado_sp VALUES('2021-5-1', 2918044, 14335, 750);"
02/05/2021;2021-5-2;2923367;5323;117;;;"INSERT INTO dados_estado_sp VALUES('2021-5-2', 2923367, 5323, 117);"
03/05/2021;2021-5-3;2926516;3149;114;;;"INSERT INTO dados_estado_sp VALUES('2021-5-3', 2926516, 3149, 114);"
04/05/2021;2021-5-4;2941980;15464;849;;;"INSERT INTO dados_estado_sp VALUES('2021-5-4', 2941980, 15464, 849);"
05/05/2021;2021-5-5;2956210;14230;689;;;"INSERT INTO dados_estado_sp VALUES('2021-5-5', 2956210, 14230, 689);"
06/05/2021;2021-5-6;2969680;13470;696;;;"INSERT INTO dados_estado_sp VALUES('2021-5-6', 2969680, 13470, 696);"
07/05/2021;2021-5-7;2984182;14502;583;;;"INSERT INTO dados_estado_sp VALUES('2021-5-7', 2984182, 14502, 583);"
08/05/2021;2021-5-8;2997282;13100;660;;;"INSERT INTO dados_estado_sp VALUES('2021-5-8', 2997282, 13100, 660);"
09/05/2021;2021-5-9;3003067;5785;150;;;"INSERT INTO dados_estado_sp VALUES('2021-5-9', 3003067, 5785, 150);"
10/05/2021;2021-5-10;3006250;3183;55;;;"INSERT INTO dados_estado_sp VALUES('2021-5-10', 3006250, 3183, 55);"
11/05/2021;2021-5-11;3022568;16318;806;;;"INSERT INTO dados_estado_sp VALUES('2021-5-11', 3022568, 16318, 806);"
12/05/2021;2021-5-12;3038240;15672;696;;;"INSERT INTO dados_estado_sp VALUES('2021-5-12', 3038240, 15672, 696);"
13/05/2021;2021-5-13;3053889;15649;578;;;"INSERT INTO dados_estado_sp VALUES('2021-5-13', 3053889, 15649, 578);"
14/05/2021;2021-5-14;3069804;15915;559;;;"INSERT INTO dados_estado_sp VALUES('2021-5-14', 3069804, 15915, 559);"
15/05/2021;2021-5-15;3085290;15486;502;;;"INSERT INTO dados_estado_sp VALUES('2021-5-15', 3085290, 15486, 502);"
16/05/2021;2021-5-16;3092844;7554;224;;;"INSERT INTO dados_estado_sp VALUES('2021-5-16', 3092844, 7554, 224);"
17/05/2021;2021-5-17;3096845;4001;76;;;"INSERT INTO dados_estado_sp VALUES('2021-5-17', 3096845, 4001, 76);"
18/05/2021;2021-5-18;3112624;15779;810;;;"INSERT INTO dados_estado_sp VALUES('2021-5-18', 3112624, 15779, 810);"
19/05/2021;2021-5-19;3129412;16788;747;;;"INSERT INTO dados_estado_sp VALUES('2021-5-19', 3129412, 16788, 747);"
20/05/2021;2021-5-20;3147348;17936;585;;;"INSERT INTO dados_estado_sp VALUES('2021-5-20', 3147348, 17936, 585);"
21/05/2021;2021-5-21;3163859;16511;580;;;"INSERT INTO dados_estado_sp VALUES('2021-5-21', 3163859, 16511, 580);"
22/05/2021;2021-5-22;3180595;16736;480;;;"INSERT INTO dados_estado_sp VALUES('2021-5-22', 3180595, 16736, 480);"
23/05/2021;2021-5-23;3188105;7510;117;;;"INSERT INTO dados_estado_sp VALUES('2021-5-23', 3188105, 7510, 117);"
24/05/2021;2021-5-24;3192727;4622;63;;;"INSERT INTO dados_estado_sp VALUES('2021-5-24', 3192727, 4622, 63);"
25/05/2021;2021-5-25;3210204;17477;898;;;"INSERT INTO dados_estado_sp VALUES('2021-5-25', 3210204, 17477, 898);"
26/05/2021;2021-5-26;3226875;16671;666;;;"INSERT INTO dados_estado_sp VALUES('2021-5-26', 3226875, 16671, 666);"
27/05/2021;2021-5-27;3239657;12782;609;;;"INSERT INTO dados_estado_sp VALUES('2021-5-27', 3239657, 12782, 609);"
28/05/2021;2021-5-28;3241240;1583;703;;;"INSERT INTO dados_estado_sp VALUES('2021-5-28', 3241240, 1583, 703);"
29/05/2021;2021-5-29;3254893;13653;570;;;"INSERT INTO dados_estado_sp VALUES('2021-5-29', 3254893, 13653, 570);"
30/05/2021;2021-5-30;3265930;11037;181;;;"INSERT INTO dados_estado_sp VALUES('2021-5-30', 3265930, 11037, 181);"
31/05/2021;2021-5-31;3272043;6113;70;;;"INSERT INTO dados_estado_sp VALUES('2021-5-31', 3272043, 6113, 70);"
01/06/2021;2021-6-1;3291509;19466;836;;;"INSERT INTO dados_estado_sp VALUES('2021-6-1', 3291509, 19466, 836);"
02/06/2021;2021-6-2;3314631;23122;717;;;"INSERT INTO dados_estado_sp VALUES('2021-6-2', 3314631, 23122, 717);"
03/06/2021;2021-6-3;3334364;19733;514;;;"INSERT INTO dados_estado_sp VALUES('2021-6-3', 3334364, 19733, 514);"
04/06/2021;2021-6-4;3338262;3898;33;;;"INSERT INTO dados_estado_sp VALUES('2021-6-4', 3338262, 3898, 33);"
05/06/2021;2021-6-5;3355201;16939;718;;;"INSERT INTO dados_estado_sp VALUES('2021-6-5', 3355201, 16939, 718);"
06/06/2021;2021-6-6;3365160;9959;212;;;"INSERT INTO dados_estado_sp VALUES('2021-6-6', 3365160, 9959, 212);"
07/06/2021;2021-6-7;3370234;5074;138;;;"INSERT INTO dados_estado_sp VALUES('2021-6-7', 3370234, 5074, 138);"
08/06/2021;2021-6-8;3378256;8022;767;;;"INSERT INTO dados_estado_sp VALUES('2021-6-8', 3378256, 8022, 767);"
09/06/2021;2021-6-9;3382448;4192;651;;;"INSERT INTO dados_estado_sp VALUES('2021-6-9', 3382448, 4192, 651);"
10/06/2021;2021-6-10;3405481;23033;733;;;"INSERT INTO dados_estado_sp VALUES('2021-6-10', 3405481, 23033, 733);"
11/06/2021;2021-6-11;3428356;22875;651;;;"INSERT INTO dados_estado_sp VALUES('2021-6-11', 3428356, 22875, 651);"
12/06/2021;2021-6-12;3449577;21221;543;;;"INSERT INTO dados_estado_sp VALUES('2021-6-12', 3449577, 21221, 543);"
13/06/2021;2021-6-13;3458849;9272;234;;;"INSERT INTO dados_estado_sp VALUES('2021-6-13', 3458849, 9272, 234);"
14/06/2021;2021-6-14;3464158;5309;92;;;"INSERT INTO dados_estado_sp VALUES('2021-6-14', 3464158, 5309, 92);"
15/06/2021;2021-6-15;3487385;23227;897;;;"INSERT INTO dados_estado_sp VALUES('2021-6-15', 3487385, 23227, 897);"
16/06/2021;2021-6-16;3509967;22582;795;;;"INSERT INTO dados_estado_sp VALUES('2021-6-16', 3509967, 22582, 795);"
17/06/2021;2021-6-17;3525021;15054;619;;;"INSERT INTO dados_estado_sp VALUES('2021-6-17', 3525021, 15054, 619);"
18/06/2021;2021-6-18;3552727;27706;714;;;"INSERT INTO dados_estado_sp VALUES('2021-6-18', 3552727, 27706, 714);"
19/06/2021;2021-6-19;3573210;20483;722;;;"INSERT INTO dados_estado_sp VALUES('2021-6-19', 3573210, 20483, 722);"
20/06/2021;2021-6-20;3582792;9582;200;;;"INSERT INTO dados_estado_sp VALUES('2021-6-20', 3582792, 9582, 200);"
21/06/2021;2021-6-21;3587646;4854;98;;;"INSERT INTO dados_estado_sp VALUES('2021-6-21', 3587646, 4854, 98);"
22/06/2021;2021-6-22;3610743;23097;843;;;"INSERT INTO dados_estado_sp VALUES('2021-6-22', 3610743, 23097, 843);"
23/06/2021;2021-6-23;3630251;19508;724;;;"INSERT INTO dados_estado_sp VALUES('2021-6-23', 3630251, 19508, 724);"
24/06/2021;2021-6-24;3648202;17951;781;;;"INSERT INTO dados_estado_sp VALUES('2021-6-24', 3648202, 17951, 781);"
25/06/2021;2021-6-25;3669196;20994;772;;;"INSERT INTO dados_estado_sp VALUES('2021-6-25', 3669196, 20994, 772);"
26/06/2021;2021-6-26;3688128;18932;538;;;"INSERT INTO dados_estado_sp VALUES('2021-6-26', 3688128, 18932, 538);"
27/06/2021;2021-6-27;3696093;7965;134;;;"INSERT INTO dados_estado_sp VALUES('2021-6-27', 3696093, 7965, 134);"
28/06/2021;2021-6-28;3700378;4285;62;;;"INSERT INTO dados_estado_sp VALUES('2021-6-28', 3700378, 4285, 62);"
29/06/2021;2021-6-29;3719586;19208;825;;;"INSERT INTO dados_estado_sp VALUES('2021-6-29', 3719586, 19208, 825);"
30/06/2021;2021-6-30;3727348;7762;744;;;"INSERT INTO dados_estado_sp VALUES('2021-6-30', 3727348, 7762, 744);"
01/07/2021;2021-7-1;3743291;15943;641;;;"INSERT INTO dados_estado_sp VALUES('2021-7-1', 3743291, 15943, 641);"
02/07/2021;2021-7-2;3762758;19467;599;;;"INSERT INTO dados_estado_sp VALUES('2021-7-2', 3762758, 19467, 599);"
03/07/2021;2021-7-3;3779408;16650;532;;;"INSERT INTO dados_estado_sp VALUES('2021-7-3', 3779408, 16650, 532);"
04/07/2021;2021-7-4;3785859;6451;156;;;"INSERT INTO dados_estado_sp VALUES('2021-7-4', 3785859, 6451, 156);"
05/07/2021;2021-7-5;3790090;4231;66;;;"INSERT INTO dados_estado_sp VALUES('2021-7-5', 3790090, 4231, 66);"
06/07/2021;2021-7-6;3809222;19132;714;;;"INSERT INTO dados_estado_sp VALUES('2021-7-6', 3809222, 19132, 714);"
07/07/2021;2021-7-7;3824111;14889;546;;;"INSERT INTO dados_estado_sp VALUES('2021-7-7', 3824111, 14889, 546);"
08/07/2021;2021-7-8;3838564;14453;543;;;"INSERT INTO dados_estado_sp VALUES('2021-7-8', 3838564, 14453, 543);"
09/07/2021;2021-7-9;3853276;14712;482;;;"INSERT INTO dados_estado_sp VALUES('2021-7-9', 3853276, 14712, 482);"
10/07/2021;2021-7-10;3860960;7684;105;;;"INSERT INTO dados_estado_sp VALUES('2021-7-10', 3860960, 7684, 105);"
11/07/2021;2021-7-11;3866178;5218;75;;;"INSERT INTO dados_estado_sp VALUES('2021-7-11', 3866178, 5218, 75);"
12/07/2021;2021-7-12;3869300;3122;65;;;"INSERT INTO dados_estado_sp VALUES('2021-7-12', 3869300, 3122, 65);"
13/07/2021;2021-7-13;3879846;10546;640;;;"INSERT INTO dados_estado_sp VALUES('2021-7-13', 3879846, 10546, 640);"
14/07/2021;2021-7-14;3896083;16237;519;;;"INSERT INTO dados_estado_sp VALUES('2021-7-14', 3896083, 16237, 519);"
15/07/2021;2021-7-15;3908279;12196;537;;;"INSERT INTO dados_estado_sp VALUES('2021-7-15', 3908279, 12196, 537);"
16/07/2021;2021-7-16;3919754;11475;419;;;"INSERT INTO dados_estado_sp VALUES('2021-7-16', 3919754, 11475, 419);"
17/07/2021;2021-7-17;3936849;17095;448;;;"INSERT INTO dados_estado_sp VALUES('2021-7-17', 3936849, 17095, 448);"
18/07/2021;2021-7-18;3939632;2783;35;;;"INSERT INTO dados_estado_sp VALUES('2021-7-18', 3939632, 2783, 35);"
19/07/2021;2021-7-19;3942776;3144;97;;;"INSERT INTO dados_estado_sp VALUES('2021-7-19', 3942776, 3144, 97);"
20/07/2021;2021-7-20;3947574;4798;590;;;"INSERT INTO dados_estado_sp VALUES('2021-7-20', 3947574, 4798, 590);"
21/07/2021;2021-7-21;3966009;18435;483;;;"INSERT INTO dados_estado_sp VALUES('2021-7-21', 3966009, 18435, 483);"
22/07/2021;2021-7-22;3979102;13093;493;;;"INSERT INTO dados_estado_sp VALUES('2021-7-22', 3979102, 13093, 493);"
23/07/2021;2021-7-23;3991188;12086;418;;;"INSERT INTO dados_estado_sp VALUES('2021-7-23', 3991188, 12086, 418);"
24/07/2021;2021-7-24;3997084;5896;327;;;"INSERT INTO dados_estado_sp VALUES('2021-7-24', 3997084, 5896, 327);"
25/07/2021;2021-7-25;4001078;3994;25;;;"INSERT INTO dados_estado_sp VALUES('2021-7-25', 4001078, 3994, 25);"
26/07/2021;2021-7-26;4003549;2471;37;;;"INSERT INTO dados_estado_sp VALUES('2021-7-26', 4003549, 2471, 37);"
27/07/2021;2021-7-27;4015426;11877;467;;;"INSERT INTO dados_estado_sp VALUES('2021-7-27', 4015426, 11877, 467);"
28/07/2021;2021-7-28;4027062;11636;361;;;"INSERT INTO dados_estado_sp VALUES('2021-7-28', 4027062, 11636, 361);"
29/07/2021;2021-7-29;4038375;11313;335;;;"INSERT INTO dados_estado_sp VALUES('2021-7-29', 4038375, 11313, 335);"
30/07/2021;2021-7-30;4048478;10103;266;;;"INSERT INTO dados_estado_sp VALUES('2021-7-30', 4048478, 10103, 266);"
31/07/2021;2021-7-31;4057868;9390;294;;;"INSERT INTO dados_estado_sp VALUES('2021-7-31', 4057868, 9390, 294);"
01/08/2021;2021-8-1;4061741;3873;43;;;"INSERT INTO dados_estado_sp VALUES('2021-8-1', 4061741, 3873, 43);"
02/08/2021;2021-8-2;4063680;1939;20;;;"INSERT INTO dados_estado_sp VALUES('2021-8-2', 4063680, 1939, 20);"
03/08/2021;2021-8-3;4073622;9942;405;;;"INSERT INTO dados_estado_sp VALUES('2021-8-3', 4073622, 9942, 405);"
04/08/2021;2021-8-4;4084112;10490;406;;;"INSERT INTO dados_estado_sp VALUES('2021-8-4', 4084112, 10490, 406);"
05/08/2021;2021-8-5;4094211;10099;265;;;"INSERT INTO dados_estado_sp VALUES('2021-8-5', 4094211, 10099, 265);"
06/08/2021;2021-8-6;4104768;10557;293;;;"INSERT INTO dados_estado_sp VALUES('2021-8-6', 4104768, 10557, 293);"
07/08/2021;2021-8-7;4113741;8973;249;;;"INSERT INTO dados_estado_sp VALUES('2021-8-7', 4113741, 8973, 249);"
08/08/2021;2021-8-8;4117467;3726;78;;;"INSERT INTO dados_estado_sp VALUES('2021-8-8', 4117467, 3726, 78);"
09/08/2021;2021-8-9;4119265;1798;54;;;"INSERT INTO dados_estado_sp VALUES('2021-8-9', 4119265, 1798, 54);"
10/08/2021;2021-8-10;4129720;10455;468;;;"INSERT INTO dados_estado_sp VALUES('2021-8-10', 4129720, 10455, 468);"
11/08/2021;2021-8-11;4138421;8701;387;;;"INSERT INTO dados_estado_sp VALUES('2021-8-11', 4138421, 8701, 387);"
12/08/2021;2021-8-12;4147665;9244;294;;;"INSERT INTO dados_estado_sp VALUES('2021-8-12', 4147665, 9244, 294);"
13/08/2021;2021-8-13;4156563;8898;241;;;"INSERT INTO dados_estado_sp VALUES('2021-8-13', 4156563, 8898, 241);"
14/08/2021;2021-8-14;4164587;8024;329;;;"INSERT INTO dados_estado_sp VALUES('2021-8-14', 4164587, 8024, 329);"
15/08/2021;2021-8-15;4168493;3906;60;;;"INSERT INTO dados_estado_sp VALUES('2021-8-15', 4168493, 3906, 60);"
16/08/2021;2021-8-16;4170541;2048;21;;;"INSERT INTO dados_estado_sp VALUES('2021-8-16', 4170541, 2048, 21);"
17/08/2021;2021-8-17;4179148;8607;526;;;"INSERT INTO dados_estado_sp VALUES('2021-8-17', 4179148, 8607, 526);"
18/08/2021;2021-8-18;4187465;8317;336;;;"INSERT INTO dados_estado_sp VALUES('2021-8-18', 4187465, 8317, 336);"
19/08/2021;2021-8-19;4195466;8001;281;;;"INSERT INTO dados_estado_sp VALUES('2021-8-19', 4195466, 8001, 281);"
20/08/2021;2021-8-20;4202577;7111;261;;;"INSERT INTO dados_estado_sp VALUES('2021-8-20', 4202577, 7111, 261);"
21/08/2021;2021-8-21;4209421;6844;172;;;"INSERT INTO dados_estado_sp VALUES('2021-8-21', 4209421, 6844, 172);"
22/08/2021;2021-8-22;4212611;3190;31;;;"INSERT INTO dados_estado_sp VALUES('2021-8-22', 4212611, 3190, 31);"
23/08/2021;2021-8-23;4214553;1942;27;;;"INSERT INTO dados_estado_sp VALUES('2021-8-23', 4214553, 1942, 27);"
24/08/2021;2021-8-24;4222902;8349;267;;;"INSERT INTO dados_estado_sp VALUES('2021-8-24', 4222902, 8349, 267);"
25/08/2021;2021-8-25;4229600;6698;257;;;"INSERT INTO dados_estado_sp VALUES('2021-8-25', 4229600, 6698, 257);"
26/08/2021;2021-8-26;4236436;6836;245;;;"INSERT INTO dados_estado_sp VALUES('2021-8-26', 4236436, 6836, 245);"
27/08/2021;2021-8-27;4244071;7635;304;;;"INSERT INTO dados_estado_sp VALUES('2021-8-27', 4244071, 7635, 304);"
28/08/2021;2021-8-28;4250474;6403;183;;;"INSERT INTO dados_estado_sp VALUES('2021-8-28', 4250474, 6403, 183);"
29/08/2021;2021-8-29;4253516;3042;23;;;"INSERT INTO dados_estado_sp VALUES('2021-8-29', 4253516, 3042, 23);"
30/08/2021;2021-8-30;4255324;1808;36;;;"INSERT INTO dados_estado_sp VALUES('2021-8-30', 4255324, 1808, 36);"
31/08/2021;2021-8-31;4262684;7360;278;;;"INSERT INTO dados_estado_sp VALUES('2021-8-31', 4262684, 7360, 278);"
01/09/2021;2021-9-1;4269138;6454;179;;;"INSERT INTO dados_estado_sp VALUES('2021-9-1', 4269138, 6454, 179);"
02/09/2021;2021-9-2;4275258;6120;164;;;"INSERT INTO dados_estado_sp VALUES('2021-9-2', 4275258, 6120, 164);"
03/09/2021;2021-9-3;4281972;6714;169;;;"INSERT INTO dados_estado_sp VALUES('2021-9-3', 4281972, 6714, 169);"
04/09/2021;2021-9-4;4288443;6471;178;;;"INSERT INTO dados_estado_sp VALUES('2021-9-4', 4288443, 6471, 178);"
05/09/2021;2021-9-5;4290459;2016;23;;;"INSERT INTO dados_estado_sp VALUES('2021-9-5', 4290459, 2016, 23);"
06/09/2021;2021-9-6;4291993;1534;18;;;"INSERT INTO dados_estado_sp VALUES('2021-9-6', 4291993, 1534, 18);"
07/09/2021;2021-9-7;4295149;3156;28;;;"INSERT INTO dados_estado_sp VALUES('2021-9-7', 4295149, 3156, 28);"
08/09/2021;2021-9-8;4297229;2080;15;;;"INSERT INTO dados_estado_sp VALUES('2021-9-8', 4297229, 2080, 15);"
09/09/2021;2021-9-9;4298180;951;218;;;"INSERT INTO dados_estado_sp VALUES('2021-9-9', 4298180, 951, 218);"
10/09/2021;2021-9-10;4298851;671;192;;;"INSERT INTO dados_estado_sp VALUES('2021-9-10', 4298851, 671, 192);"
11/09/2021;2021-9-11;4299629;778;178;;;"INSERT INTO dados_estado_sp VALUES('2021-9-11', 4299629, 778, 178);"
12/09/2021;2021-9-12;4300307;678;38;;;"INSERT INTO dados_estado_sp VALUES('2021-9-12', 4300307, 678, 38);"
13/09/2021;2021-9-13;4300644;337;22;;;"INSERT INTO dados_estado_sp VALUES('2021-9-13', 4300644, 337, 22);"
14/09/2021;2021-9-14;4301525;881;186;;;"INSERT INTO dados_estado_sp VALUES('2021-9-14', 4301525, 881, 186);"
15/09/2021;2021-9-15;4302511;986;197;;;"INSERT INTO dados_estado_sp VALUES('2021-9-15', 4302511, 986, 197);"
16/09/2021;2021-9-16;4325189;22678;170;;;"INSERT INTO dados_estado_sp VALUES('2021-9-16', 4325189, 22678, 170);"
17/09/2021;2021-9-17;4348775;23586;133;;;"INSERT INTO dados_estado_sp VALUES('2021-9-17', 4348775, 23586, 133);"
18/09/2021;2021-9-18;4350223;1448;135;;;"INSERT INTO dados_estado_sp VALUES('2021-9-18', 4350223, 1448, 135);"
19/09/2021;2021-9-19;4350530;307;20;;;"INSERT INTO dados_estado_sp VALUES('2021-9-19', 4350530, 307, 20);"
20/09/2021;2021-9-20;4351001;471;5;;;"INSERT INTO dados_estado_sp VALUES('2021-9-20', 4351001, 471, 5);"
21/09/2021;2021-9-21;4352832;1831;191;;;"INSERT INTO dados_estado_sp VALUES('2021-9-21', 4352832, 1831, 191);"
22/09/2021;2021-9-22;4354658;1826;200;;;"INSERT INTO dados_estado_sp VALUES('2021-9-22', 4354658, 1826, 200);"
23/09/2021;2021-9-23;4356590;1932;193;;;"INSERT INTO dados_estado_sp VALUES('2021-9-23', 4356590, 1932, 193);"
24/09/2021;2021-9-24;4358788;2198;215;;;"INSERT INTO dados_estado_sp VALUES('2021-9-24', 4358788, 2198, 215);"
25/09/2021;2021-9-25;4360548;1760;175;;;"INSERT INTO dados_estado_sp VALUES('2021-9-25', 4360548, 1760, 175);"
26/09/2021;2021-9-26;4360931;383;31;;;"INSERT INTO dados_estado_sp VALUES('2021-9-26', 4360931, 383, 31);"
27/09/2021;2021-9-27;4361331;400;18;;;"INSERT INTO dados_estado_sp VALUES('2021-9-27', 4361331, 400, 18);"
28/09/2021;2021-9-28;4363122;1791;253;;;"INSERT INTO dados_estado_sp VALUES('2021-9-28', 4363122, 1791, 253);"
29/09/2021;2021-9-29;4364582;1460;241;;;"INSERT INTO dados_estado_sp VALUES('2021-9-29', 4364582, 1460, 241);"
30/09/2021;2021-9-30;4366132;1550;189;;;"INSERT INTO dados_estado_sp VALUES('2021-9-30', 4366132, 1550, 189);"
01/10/2021;2021-10-1;4367748;1616;143;;;"INSERT INTO dados_estado_sp VALUES('2021-10-1', 4367748, 1616, 143);"
02/10/2021;2021-10-2;4369061;1313;97;;;"INSERT INTO dados_estado_sp VALUES('2021-10-2', 4369061, 1313, 97);"
03/10/2021;2021-10-3;4369538;477;14;;;"INSERT INTO dados_estado_sp VALUES('2021-10-3', 4369538, 477, 14);"
04/10/2021;2021-10-4;4369743;205;22;;;"INSERT INTO dados_estado_sp VALUES('2021-10-4', 4369743, 205, 22);"
05/10/2021;2021-10-5;4373508;3765;143;;;"INSERT INTO dados_estado_sp VALUES('2021-10-5', 4373508, 3765, 143);"
06/10/2021;2021-10-6;4375187;1679;172;;;"INSERT INTO dados_estado_sp VALUES('2021-10-6', 4375187, 1679, 172);"
07/10/2021;2021-10-7;4376700;1513;139;;;"INSERT INTO dados_estado_sp VALUES('2021-10-7', 4376700, 1513, 139);"
08/10/2021;2021-10-8;4378139;1439;90;;;"INSERT INTO dados_estado_sp VALUES('2021-10-8', 4378139, 1439, 90);"
09/10/2021;2021-10-9;4382863;4724;98;;;"INSERT INTO dados_estado_sp VALUES('2021-10-9', 4382863, 4724, 98);"
10/10/2021;2021-10-10;4383381;518;28;;;"INSERT INTO dados_estado_sp VALUES('2021-10-10', 4383381, 518, 28);"
11/10/2021;2021-10-11;4383780;399;33;;;"INSERT INTO dados_estado_sp VALUES('2021-10-11', 4383780, 399, 33);"
12/10/2021;2021-10-12;4384190;410;37;;;"INSERT INTO dados_estado_sp VALUES('2021-10-12', 4384190, 410, 37);"
13/10/2021;2021-10-13;4384416;226;9;;;"INSERT INTO dados_estado_sp VALUES('2021-10-13', 4384416, 226, 9);"
14/10/2021;2021-10-14;4386346;1930;103;;;"INSERT INTO dados_estado_sp VALUES('2021-10-14', 4386346, 1930, 103);"
15/10/2021;2021-10-15;4388031;1685;79;;;"INSERT INTO dados_estado_sp VALUES('2021-10-15', 4388031, 1685, 79);"
16/10/2021;2021-10-16;4389479;1448;90;;;"INSERT INTO dados_estado_sp VALUES('2021-10-16', 4389479, 1448, 90);"
17/10/2021;2021-10-17;4389848;369;19;;;"INSERT INTO dados_estado_sp VALUES('2021-10-17', 4389848, 369, 19);"
18/10/2021;2021-10-18;4390006;158;3;;;"INSERT INTO dados_estado_sp VALUES('2021-10-18', 4390006, 158, 3);"
19/10/2021;2021-10-19;4391302;1296;81;;;"INSERT INTO dados_estado_sp VALUES('2021-10-19', 4391302, 1296, 81);"
20/10/2021;2021-10-20;4393050;1748;87;;;"INSERT INTO dados_estado_sp VALUES('2021-10-20', 4393050, 1748, 87);"
21/10/2021;2021-10-21;4394675;1625;89;;;"INSERT INTO dados_estado_sp VALUES('2021-10-21', 4394675, 1625, 89);"
22/10/2021;2021-10-22;4396904;2229;85;;;"INSERT INTO dados_estado_sp VALUES('2021-10-22', 4396904, 2229, 85);"
23/10/2021;2021-10-23;4398737;1833;69;;;"INSERT INTO dados_estado_sp VALUES('2021-10-23', 4398737, 1833, 69);"
24/10/2021;2021-10-24;4399007;270;4;;;"INSERT INTO dados_estado_sp VALUES('2021-10-24', 4399007, 270, 4);"
25/10/2021;2021-10-25;4399216;209;1;;;"INSERT INTO dados_estado_sp VALUES('2021-10-25', 4399216, 209, 1);"
26/10/2021;2021-10-26;4400932;1716;78;;;"INSERT INTO dados_estado_sp VALUES('2021-10-26', 4400932, 1716, 78);"
27/10/2021;2021-10-27;4402566;1634;59;;;"INSERT INTO dados_estado_sp VALUES('2021-10-27', 4402566, 1634, 59);"
28/10/2021;2021-10-28;4403856;1290;116;;;"INSERT INTO dados_estado_sp VALUES('2021-10-28', 4403856, 1290, 116);"
29/10/2021;2021-10-29;4404843;987;116;;;"INSERT INTO dados_estado_sp VALUES('2021-10-29', 4404843, 987, 116);"
30/10/2021;2021-10-30;4405527;684;61;;;"INSERT INTO dados_estado_sp VALUES('2021-10-30', 4405527, 684, 61);"
31/10/2021;2021-10-31;4406077;550;27;;;"INSERT INTO dados_estado_sp VALUES('2021-10-31', 4406077, 550, 27);"
01/11/2021;2021-11-1;4406252;175;17;;;"INSERT INTO dados_estado_sp VALUES('2021-11-1', 4406252, 175, 17);"
02/11/2021;2021-11-2;4406990;738;62;;;"INSERT INTO dados_estado_sp VALUES('2021-11-2', 4406990, 738, 62);"
03/11/2021;2021-11-3;4407756;766;17;;;"INSERT INTO dados_estado_sp VALUES('2021-11-3', 4407756, 766, 17);"
04/11/2021;2021-11-4;4409404;1648;124;;;"INSERT INTO dados_estado_sp VALUES('2021-11-4', 4409404, 1648, 124);"
05/11/2021;2021-11-5;4410875;1471;115;;;"INSERT INTO dados_estado_sp VALUES('2021-11-5', 4410875, 1471, 115);"
06/11/2021;2021-11-6;4412182;1307;179;;;"INSERT INTO dados_estado_sp VALUES('2021-11-6', 4412182, 1307, 179);"
07/11/2021;2021-11-7;4412882;700;11;;;"INSERT INTO dados_estado_sp VALUES('2021-11-7', 4412882, 700, 11);"
08/11/2021;2021-11-8;4413241;359;0;;;"INSERT INTO dados_estado_sp VALUES('2021-11-8', 4413241, 359, 0);"
09/11/2021;2021-11-9;4414187;946;2;;;"INSERT INTO dados_estado_sp VALUES('2021-11-9', 4414187, 946, 2);"
10/11/2021;2021-11-10;4415745;1558;9;;;"INSERT INTO dados_estado_sp VALUES('2021-11-10', 4415745, 1558, 9);"
11/11/2021;2021-11-11;4417592;1847;1;;;"INSERT INTO dados_estado_sp VALUES('2021-11-11', 4417592, 1847, 1);"
12/11/2021;2021-11-12;4420263;2671;414;;;"INSERT INTO dados_estado_sp VALUES('2021-11-12', 4420263, 2671, 414);"
13/11/2021;2021-11-13;4421955;1692;105;;;"INSERT INTO dados_estado_sp VALUES('2021-11-13', 4421955, 1692, 105);"
14/11/2021;2021-11-14;4422424;469;1;;;"INSERT INTO dados_estado_sp VALUES('2021-11-14', 4422424, 469, 1);"
15/11/2021;2021-11-15;4422590;166;7;;;"INSERT INTO dados_estado_sp VALUES('2021-11-15', 4422590, 166, 7);"
16/11/2021;2021-11-16;4422923;333;1;;;"INSERT INTO dados_estado_sp VALUES('2021-11-16', 4422923, 333, 1);"
17/11/2021;2021-11-17;4424893;1970;147;;;"INSERT INTO dados_estado_sp VALUES('2021-11-17', 4424893, 1970, 147);"
18/11/2021;2021-11-18;4426828;1935;85;;;"INSERT INTO dados_estado_sp VALUES('2021-11-18', 4426828, 1935, 85);"
