Data;Data;Casos;Casos_por_dia;Obitos_por_dia;;;
28/09/2020;2020-9-28;973142;905;17;;;"INSERT INTO dados_estado_sp VALUES('2020-9-28', 973142, 905, 17);"
29/09/2020;2020-9-29;979519;6377;266;;;"INSERT INTO dados_estado_sp VALUES('2020-9-29', 979519, 6377, 266);"
30/09/2020;2020-9-30;985628;6109;231;;;"INSERT INTO dados_estado_sp VALUES('2020-9-30', 985628, 6109, 231);"
01/10/2020;2020-10-1;991725;6097;182;;;"INSERT INTO dados_estado_sp VALUES('2020-10-1', 991725, 6097, 182);"
02/10/2020;2020-10-2;997333;5608;152;;;"INSERT INTO dados_estado_sp VALUES('2020-10-2', 997333, 5608, 152);"
03/10/2020;2020-10-3;1003429;6096;180;;;"INSERT INTO dados_estado_sp VALUES('2020-10-3', 1003429, 6096, 180);"
04/10/2020;2020-10-4;1003902;473;42;;;"INSERT INTO dados_estado_sp VALUES('2020-10-4', 1003902, 473, 42);"
05/10/2020;2020-10-5;1004579;677;42;;;"INSERT INTO dados_estado_sp VALUES('2020-10-5', 1004579, 677, 42);"
06/10/2020;2020-10-6;1010839;6260;270;;;"INSERT INTO dados_estado_sp VALUES('2020-10-6', 1010839, 6260, 270);"
07/10/2020;2020-10-7;1016755;5916;179;;;"INSERT INTO dados_estado_sp VALUES('2020-10-7', 1016755, 5916, 179);"
08/10/2020;2020-10-8;1022404;5649;215;;;"INSERT INTO dados_estado_sp VALUES('2020-10-8', 1022404, 5649, 215);"
09/10/2020;2020-10-9;1028190;5786;184;;;"INSERT INTO dados_estado_sp VALUES('2020-10-9', 1028190, 5786, 184);"
10/10/2020;2020-10-10;1034816;6626;155;;;"INSERT INTO dados_estado_sp VALUES('2020-10-10', 1034816, 6626, 155);"
11/10/2020;2020-10-11;1037660;2844;33;;;"INSERT INTO dados_estado_sp VALUES('2020-10-11', 1037660, 2844, 33);"
12/10/2020;2020-10-12;1038344;684;23;;;"INSERT INTO dados_estado_sp VALUES('2020-10-12', 1038344, 684, 23);"
13/10/2020;2020-10-13;1039029;685;35;;;"INSERT INTO dados_estado_sp VALUES('2020-10-13', 1039029, 685, 35);"
14/10/2020;2020-10-14;1045060;6031;227;;;"INSERT INTO dados_estado_sp VALUES('2020-10-14', 1045060, 6031, 227);"
15/10/2020;2020-10-15;1051613;6553;149;;;"INSERT INTO dados_estado_sp VALUES('2020-10-15', 1051613, 6553, 149);"
16/10/2020;2020-10-16;1057240;5627;180;;;"INSERT INTO dados_estado_sp VALUES('2020-10-16', 1057240, 5627, 180);"
17/10/2020;2020-10-17;1062634;5394;122;;;"INSERT INTO dados_estado_sp VALUES('2020-10-17', 1062634, 5394, 122);"
18/10/2020;2020-10-18;1063602;968;28;;;"INSERT INTO dados_estado_sp VALUES('2020-10-18', 1063602, 968, 28);"
19/10/2020;2020-10-19;1064039;437;15;;;"INSERT INTO dados_estado_sp VALUES('2020-10-19', 1064039, 437, 15);"
20/10/2020;2020-10-20;1068962;4923;211;;;"INSERT INTO dados_estado_sp VALUES('2020-10-20', 1068962, 4923, 211);"
21/10/2020;2020-10-21;1073261;4299;125;;;"INSERT INTO dados_estado_sp VALUES('2020-10-21', 1073261, 4299, 125);"
22/10/2020;2020-10-22;1076939;3678;111;;;"INSERT INTO dados_estado_sp VALUES('2020-10-22', 1076939, 3678, 111);"
23/10/2020;2020-10-23;1083641;6702;126;;;"INSERT INTO dados_estado_sp VALUES('2020-10-23', 1083641, 6702, 126);"
24/10/2020;2020-10-24;1089255;5614;118;;;"INSERT INTO dados_estado_sp VALUES('2020-10-24', 1089255, 5614, 118);"
25/10/2020;2020-10-25;1091980;2725;21;;;"INSERT INTO dados_estado_sp VALUES('2020-10-25', 1091980, 2725, 21);"
26/10/2020;2020-10-26;1092843;863;6;;;"INSERT INTO dados_estado_sp VALUES('2020-10-26', 1092843, 863, 6);"
27/10/2020;2020-10-27;1098207;5364;132;;;"INSERT INTO dados_estado_sp VALUES('2020-10-27', 1098207, 5364, 132);"
28/10/2020;2020-10-28;1103582;5375;122;;;"INSERT INTO dados_estado_sp VALUES('2020-10-28', 1103582, 5375, 122);"
29/10/2020;2020-10-29;1108860;5278;112;;;"INSERT INTO dados_estado_sp VALUES('2020-10-29', 1108860, 5278, 112);"
30/10/2020;2020-10-30;1113788;4928;136;;;"INSERT INTO dados_estado_sp VALUES('2020-10-30', 1113788, 4928, 136);"
31/10/2020;2020-10-31;1116127;2339;56;;;"INSERT INTO dados_estado_sp VALUES('2020-10-31', 1116127, 2339, 56);"
01/11/2020;2020-11-1;1117147;1020;20;;;"INSERT INTO dados_estado_sp VALUES('2020-11-1', 1117147, 1020, 20);"
02/11/2020;2020-11-2;1117795;648;15;;;"INSERT INTO dados_estado_sp VALUES('2020-11-2', 1117795, 648, 15);"
03/11/2020;2020-11-3;1118544;749;18;;;"INSERT INTO dados_estado_sp VALUES('2020-11-3', 1118544, 749, 18);"
04/11/2020;2020-11-4;1123299;4755;185;;;"INSERT INTO dados_estado_sp VALUES('2020-11-4', 1123299, 4755, 185);"
05/11/2020;2020-11-5;1125936;2637;168;;;"INSERT INTO dados_estado_sp VALUES('2020-11-5', 1125936, 2637, 168);"
06/11/2020;2020-11-6;1125936;0;0;;;"INSERT INTO dados_estado_sp VALUES('2020-11-6', 1125936, 0, 0);"
07/11/2020;2020-11-7;1125936;0;0;;;"INSERT INTO dados_estado_sp VALUES('2020-11-7', 1125936, 0, 0);"
08/11/2020;2020-11-8;1125936;0;0;;;"INSERT INTO dados_estado_sp VALUES('2020-11-8', 1125936, 0, 0);"
09/11/2020;2020-11-9;1125936;0;0;;;"INSERT INTO dados_estado_sp VALUES('2020-11-9', 1125936, 0, 0);"
10/11/2020;2020-11-10;1147451;21515;0;;;"INSERT INTO dados_estado_sp VALUES('2020-11-10', 1147451, 21515, 0);"
11/11/2020;2020-11-11;1150872;3421;190;;;"INSERT INTO dados_estado_sp VALUES('2020-11-11', 1150872, 3421, 190);"
12/11/2020;2020-11-12;1156652;5780;295;;;"INSERT INTO dados_estado_sp VALUES('2020-11-12', 1156652, 5780, 295);"
13/11/2020;2020-11-13;1162782;6130;0;;;"INSERT INTO dados_estado_sp VALUES('2020-11-13', 1162782, 6130, 0);"
14/11/2020;2020-11-14;1167422;4640;347;;;"INSERT INTO dados_estado_sp VALUES('2020-11-14', 1167422, 4640, 347);"
15/11/2020;2020-11-15;1168640;1218;15;;;"INSERT INTO dados_estado_sp VALUES('2020-11-15', 1168640, 1218, 15);"
16/11/2020;2020-11-16;1169377;737;12;;;"INSERT INTO dados_estado_sp VALUES('2020-11-16', 1169377, 737, 12);"
17/11/2020;2020-11-17;1178075;8698;173;;;"INSERT INTO dados_estado_sp VALUES('2020-11-17', 1178075, 8698, 173);"
18/11/2020;2020-11-18;1184496;6421;178;;;"INSERT INTO dados_estado_sp VALUES('2020-11-18', 1184496, 6421, 178);"
19/11/2020;2020-11-19;1191290;6794;147;;;"INSERT INTO dados_estado_sp VALUES('2020-11-19', 1191290, 6794, 147);"
20/11/2020;2020-11-20;1200348;9058;105;;;"INSERT INTO dados_estado_sp VALUES('2020-11-20', 1200348, 9058, 105);"
21/11/2020;2020-11-21;1205435;5087;77;;;"INSERT INTO dados_estado_sp VALUES('2020-11-21', 1205435, 5087, 77);"
22/11/2020;2020-11-22;1209588;4153;11;;;"INSERT INTO dados_estado_sp VALUES('2020-11-22', 1209588, 4153, 11);"
23/11/2020;2020-11-23;1210625;1037;9;;;"INSERT INTO dados_estado_sp VALUES('2020-11-23', 1210625, 1037, 9);"
24/11/2020;2020-11-24;1215844;5219;179;;;"INSERT INTO dados_estado_sp VALUES('2020-11-24', 1215844, 5219, 179);"
25/11/2020;2020-11-25;1224744;8900;146;;;"INSERT INTO dados_estado_sp VALUES('2020-11-25', 1224744, 8900, 146);"
26/11/2020;2020-11-26;1229267;4523;172;;;"INSERT INTO dados_estado_sp VALUES('2020-11-26', 1229267, 4523, 172);"
27/11/2020;2020-11-27;1233587;4320;129;;;"INSERT INTO dados_estado_sp VALUES('2020-11-27', 1233587, 4320, 129);"
28/11/2020;2020-11-28;1238094;4507;146;;;"INSERT INTO dados_estado_sp VALUES('2020-11-28', 1238094, 4507, 146);"
29/11/2020;2020-11-29;1240473;2379;28;;;"INSERT INTO dados_estado_sp VALUES('2020-11-29', 1240473, 2379, 28);"
30/11/2020;2020-11-30;1241653;1180;19;;;"INSERT INTO dados_estado_sp VALUES('2020-11-30', 1241653, 1180, 19);"
01/12/2020;2020-12-1;1250590;8937;195;;;"INSERT INTO dados_estado_sp VALUES('2020-12-1', 1250590, 8937, 195);"
02/12/2020;2020-12-2;1259704;9114;166;;;"INSERT INTO dados_estado_sp VALUES('2020-12-2', 1259704, 9114, 166);"
03/12/2020;2020-12-3;1267912;8208;181;;;"INSERT INTO dados_estado_sp VALUES('2020-12-3', 1267912, 8208, 181);"
04/12/2020;2020-12-4;1276149;8237;151;;;"INSERT INTO dados_estado_sp VALUES('2020-12-4', 1276149, 8237, 151);"
05/12/2020;2020-12-5;1285087;8938;181;;;"INSERT INTO dados_estado_sp VALUES('2020-12-5', 1285087, 8938, 181);"
06/12/2020;2020-12-6;1287762;2675;46;;;"INSERT INTO dados_estado_sp VALUES('2020-12-6', 1287762, 2675, 46);"
07/12/2020;2020-12-7;1288878;1116;25;;;"INSERT INTO dados_estado_sp VALUES('2020-12-7', 1288878, 1116, 25);"
08/12/2020;2020-12-8;1296801;7923;242;;;"INSERT INTO dados_estado_sp VALUES('2020-12-8', 1296801, 7923, 242);"
09/12/2020;2020-12-9;1306585;9784;179;;;"INSERT INTO dados_estado_sp VALUES('2020-12-9', 1306585, 9784, 179);"
10/12/2020;2020-12-10;1316371;9786;200;;;"INSERT INTO dados_estado_sp VALUES('2020-12-10', 1316371, 9786, 200);"
11/12/2020;2020-12-11;1325162;8791;141;;;"INSERT INTO dados_estado_sp VALUES('2020-12-11', 1325162, 8791, 141);"
12/12/2020;2020-12-12;1333763;8601;169;;;"INSERT INTO dados_estado_sp VALUES('2020-12-12', 1333763, 8601, 169);"
13/12/2020;2020-12-13;1334703;940;47;;;"INSERT INTO dados_estado_sp VALUES('2020-12-13', 1334703, 940, 47);"
14/12/2020;2020-12-14;1337016;2313;32;;;"INSERT INTO dados_estado_sp VALUES('2020-12-14', 1337016, 2313, 32);"
15/12/2020;2020-12-15;1341428;4412;232;;;"INSERT INTO dados_estado_sp VALUES('2020-12-15', 1341428, 4412, 232);"
16/12/2020;2020-12-16;1341428;0;0;;;"INSERT INTO dados_estado_sp VALUES('2020-12-16', 1341428, 0, 0);"
17/12/2020;2020-12-17;1361731;20303;399;;;"INSERT INTO dados_estado_sp VALUES('2020-12-17', 1361731, 20303, 399);"
18/12/2020;2020-12-18;1371653;9922;197;;;"INSERT INTO dados_estado_sp VALUES('2020-12-18', 1371653, 9922, 197);"
19/12/2020;2020-12-19;1384100;12447;151;;;"INSERT INTO dados_estado_sp VALUES('2020-12-19', 1384100, 12447, 151);"
20/12/2020;2020-12-20;1384100;0;0;;;"INSERT INTO dados_estado_sp VALUES('2020-12-20', 1384100, 0, 0);"
21/12/2020;2020-12-21;1388043;3943;107;;;"INSERT INTO dados_estado_sp VALUES('2020-12-21', 1388043, 3943, 107);"
22/12/2020;2020-12-22;1398757;10714;259;;;"INSERT INTO dados_estado_sp VALUES('2020-12-22', 1398757, 10714, 259);"
23/12/2020;2020-12-23;1409140;10383;181;;;"INSERT INTO dados_estado_sp VALUES('2020-12-23', 1409140, 10383, 181);"
24/12/2020;2020-12-24;1418491;9351;182;;;"INSERT INTO dados_estado_sp VALUES('2020-12-24', 1418491, 9351, 182);"
25/12/2020;2020-12-25;1422087;3596;37;;;"INSERT INTO dados_estado_sp VALUES('2020-12-25', 1422087, 3596, 37);"
26/12/2020;2020-12-26;1423340;1253;13;;;"INSERT INTO dados_estado_sp VALUES('2020-12-26', 1423340, 1253, 13);"
27/12/2020;2020-12-27;1426176;2836;55;;;"INSERT INTO dados_estado_sp VALUES('2020-12-27', 1426176, 2836, 55);"
28/12/2020;2020-12-28;1427752;1576;39;;;"INSERT INTO dados_estado_sp VALUES('2020-12-28', 1427752, 1576, 39);"
29/12/2020;2020-12-29;1440229;12477;293;;;"INSERT INTO dados_estado_sp VALUES('2020-12-29', 1440229, 12477, 293);"
30/12/2020;2020-12-30;1452078;11849;282;;;"INSERT INTO dados_estado_sp VALUES('2020-12-30', 1452078, 11849, 282);"
31/12/2020;2020-12-31;1462297;10219;240;;;"INSERT INTO dados_estado_sp VALUES('2020-12-31', 1462297, 10219, 240);"
01/01/2021;2021-1-1;1466191;3894;58;;;"INSERT INTO dados_estado_sp VALUES('2021-1-1', 1466191, 3894, 58);"
02/01/2021;2021-1-2;1467953;1762;33;;;"INSERT INTO dados_estado_sp VALUES('2021-1-2', 1467953, 1762, 33);"
03/01/2021;2021-1-3;1471422;3469;37;;;"INSERT INTO dados_estado_sp VALUES('2021-1-3', 1471422, 3469, 37);"
04/01/2021;2021-1-4;1473670;2248;43;;;"INSERT INTO dados_estado_sp VALUES('2021-1-4', 1473670, 2248, 43);"
05/01/2021;2021-1-5;1486551;12881;334;;;"INSERT INTO dados_estado_sp VALUES('2021-1-5', 1486551, 12881, 334);"
06/01/2021;2021-1-6;1501085;14534;289;;;"INSERT INTO dados_estado_sp VALUES('2021-1-6', 1501085, 14534, 289);"
07/01/2021;2021-1-7;1515158;14073;257;;;"INSERT INTO dados_estado_sp VALUES('2021-1-7', 1515158, 14073, 257);"
08/01/2021;2021-1-8;1528952;13794;261;;;"INSERT INTO dados_estado_sp VALUES('2021-1-8', 1528952, 13794, 261);"
09/01/2021;2021-1-9;1540513;11561;269;;;"INSERT INTO dados_estado_sp VALUES('2021-1-9', 1540513, 11561, 269);"
10/01/2021;2021-1-10;1546132;5619;53;;;"INSERT INTO dados_estado_sp VALUES('2021-1-10', 1546132, 5619, 53);"
11/01/2021;2021-1-11;1549142;3010;28;;;"INSERT INTO dados_estado_sp VALUES('2021-1-11', 1549142, 3010, 28);"
12/01/2021;2021-1-12;1561844;12702;283;;;"INSERT INTO dados_estado_sp VALUES('2021-1-12', 1561844, 12702, 283);"
13/01/2021;2021-1-13;1577119;15275;323;;;"INSERT INTO dados_estado_sp VALUES('2021-1-13', 1577119, 15275, 323);"
14/01/2021;2021-1-14;1590829;13710;304;;;"INSERT INTO dados_estado_sp VALUES('2021-1-14', 1590829, 13710, 304);"
15/01/2021;2021-1-15;1605845;15016;311;;;"INSERT INTO dados_estado_sp VALUES('2021-1-15', 1605845, 15016, 311);"
16/01/2021;2021-1-16;1619619;13774;285;;;"INSERT INTO dados_estado_sp VALUES('2021-1-16', 1619619, 13774, 285);"
17/01/2021;2021-1-17;1625339;5720;60;;;"INSERT INTO dados_estado_sp VALUES('2021-1-17', 1625339, 5720, 60);"
18/01/2021;2021-1-18;1628272;2933;42;;;"INSERT INTO dados_estado_sp VALUES('2021-1-18', 1628272, 2933, 42);"
19/01/2021;2021-1-19;1644225;15953;331;;;"INSERT INTO dados_estado_sp VALUES('2021-1-19', 1644225, 15953, 331);"
20/01/2021;2021-1-20;1658636;14411;334;;;"INSERT INTO dados_estado_sp VALUES('2021-1-20', 1658636, 14411, 334);"
21/01/2021;2021-1-21;1670754;12118;286;;;"INSERT INTO dados_estado_sp VALUES('2021-1-21', 1670754, 12118, 286);"
22/01/2021;2021-1-22;1679759;9005;254;;;"INSERT INTO dados_estado_sp VALUES('2021-1-22', 1679759, 9005, 254);"
23/01/2021;2021-1-23;1694355;14596;231;;;"INSERT INTO dados_estado_sp VALUES('2021-1-23', 1694355, 14596, 231);"
24/01/2021;2021-1-24;1699427;5072;79;;;"INSERT INTO dados_estado_sp VALUES('2021-1-24', 1699427, 5072, 79);"
25/01/2021;2021-1-25;1702294;2867;54;;;"INSERT INTO dados_estado_sp VALUES('2021-1-25', 1702294, 2867, 54);"
26/01/2021;2021-1-26;1715253;12959;282;;;"INSERT INTO dados_estado_sp VALUES('2021-1-26', 1715253, 12959, 282);"
27/01/2021;2021-1-27;1731294;16041;332;;;"INSERT INTO dados_estado_sp VALUES('2021-1-27', 1731294, 16041, 332);"
28/01/2021;2021-1-28;1746070;14776;311;;;"INSERT INTO dados_estado_sp VALUES('2021-1-28', 1746070, 14776, 311);"
29/01/2021;2021-1-29;1759957;13887;241;;;"INSERT INTO dados_estado_sp VALUES('2021-1-29', 1759957, 13887, 241);"
30/01/2021;2021-1-30;1773024;13067;232;;;"INSERT INTO dados_estado_sp VALUES('2021-1-30', 1773024, 13067, 232);"
31/01/2021;2021-1-31;1777368;4344;80;;;"INSERT INTO dados_estado_sp VALUES('2021-1-31', 1777368, 4344, 80);"
01/02/2021;2021-2-1;1779722;2354;56;;;"INSERT INTO dados_estado_sp VALUES('2021-2-1', 1779722, 2354, 56);"
02/02/2021;2021-2-2;1794019;14297;365;;;"INSERT INTO dados_estado_sp VALUES('2021-2-2', 1794019, 14297, 365);"
03/02/2021;2021-2-3;1807009;12990;249;;;"INSERT INTO dados_estado_sp VALUES('2021-2-3', 1807009, 12990, 249);"
04/02/2021;2021-2-4;1820941;13932;293;;;"INSERT INTO dados_estado_sp VALUES('2021-2-4', 1820941, 13932, 293);"
05/02/2021;2021-2-5;1833163;12222;327;;;"INSERT INTO dados_estado_sp VALUES('2021-2-5', 1833163, 12222, 327);"
06/02/2021;2021-2-6;1845086;11923;221;;;"INSERT INTO dados_estado_sp VALUES('2021-2-6', 1845086, 11923, 221);"
07/02/2021;2021-2-7;1849334;4248;69;;;"INSERT INTO dados_estado_sp VALUES('2021-2-7', 1849334, 4248, 69);"
08/02/2021;2021-2-8;1851776;2442;49;;;"INSERT INTO dados_estado_sp VALUES('2021-2-8', 1851776, 2442, 49);"
09/02/2021;2021-2-9;1864977;13201;424;;;"INSERT INTO dados_estado_sp VALUES('2021-2-9', 1864977, 13201, 424);"
10/02/2021;2021-2-10;1878802;13825;332;;;"INSERT INTO dados_estado_sp VALUES('2021-2-10', 1878802, 13825, 332);"
11/02/2021;2021-2-11;1889969;11167;323;;;"INSERT INTO dados_estado_sp VALUES('2021-2-11', 1889969, 11167, 323);"
12/02/2021;2021-2-12;1901574;11605;229;;;"INSERT INTO dados_estado_sp VALUES('2021-2-12', 1901574, 11605, 229);"
13/02/2021;2021-2-13;1911411;9837;220;;;"INSERT INTO dados_estado_sp VALUES('2021-2-13', 1911411, 9837, 220);"
14/02/2021;2021-2-14;1913598;2187;75;;;"INSERT INTO dados_estado_sp VALUES('2021-2-14', 1913598, 2187, 75);"
15/02/2021;2021-2-15;1915914;2316;38;;;"INSERT INTO dados_estado_sp VALUES('2021-2-15', 1915914, 2316, 38);"
16/02/2021;2021-2-16;1927410;11496;398;;;"INSERT INTO dados_estado_sp VALUES('2021-2-16', 1927410, 11496, 398);"
17/02/2021;2021-2-17;1938712;11302;258;;;"INSERT INTO dados_estado_sp VALUES('2021-2-17', 1938712, 11302, 258);"
18/02/2021;2021-2-18;1949459;10747;280;;;"INSERT INTO dados_estado_sp VALUES('2021-2-18', 1949459, 10747, 280);"
19/02/2021;2021-2-19;1960564;11105;259;;;"INSERT INTO dados_estado_sp VALUES('2021-2-19', 1960564, 11105, 259);"
20/02/2021;2021-2-20;1971423;10859;244;;;"INSERT INTO dados_estado_sp VALUES('2021-2-20', 1971423, 10859, 244);"
21/02/2021;2021-2-21;1975927;4504;56;;;"INSERT INTO dados_estado_sp VALUES('2021-2-21', 1975927, 4504, 56);"
22/02/2021;2021-2-22;1978477;2550;43;;;"INSERT INTO dados_estado_sp VALUES('2021-2-22', 1978477, 2550, 43);"
23/02/2021;2021-2-23;1990554;12077;357;;;"INSERT INTO dados_estado_sp VALUES('2021-2-23', 1990554, 12077, 357);"
24/02/2021;2021-2-24;2002640;12086;329;;;"INSERT INTO dados_estado_sp VALUES('2021-2-24', 2002640, 12086, 329);"
25/02/2021;2021-2-25;2014529;11889;345;;;"INSERT INTO dados_estado_sp VALUES('2021-2-25', 2014529, 11889, 345);"
26/02/2021;2021-2-26;2026125;11596;256;;;"INSERT INTO dados_estado_sp VALUES('2021-2-26', 2026125, 11596, 256);"
27/02/2021;2021-2-27;2037267;11142;299;;;"INSERT INTO dados_estado_sp VALUES('2021-2-27', 2037267, 11142, 299);"
28/02/2021;2021-2-28;2041628;4361;65;;;"INSERT INTO dados_estado_sp VALUES('2021-2-28', 2041628, 4361, 65);"
01/03/2021;2021-3-1;2044699;3071;53;;;"INSERT INTO dados_estado_sp VALUES('2021-3-1', 2044699, 3071, 53);"
02/03/2021;2021-3-2;2054867;10168;468;;;"INSERT INTO dados_estado_sp VALUES('2021-3-2', 2054867, 10168, 468);"
03/03/2021;2021-3-3;2068616;13749;367;;;"INSERT INTO dados_estado_sp VALUES('2021-3-3', 2068616, 13749, 367);"
04/03/2021;2021-3-4;2080852;12236;313;;;"INSERT INTO dados_estado_sp VALUES('2021-3-4', 2080852, 12236, 313);"
05/03/2021;2021-3-5;2093924;13072;370;;;"INSERT INTO dados_estado_sp VALUES('2021-3-5', 2093924, 13072, 370);"
06/03/2021;2021-3-6;2107687;13763;353;;;"INSERT INTO dados_estado_sp VALUES('2021-3-6', 2107687, 13763, 353);"
07/03/2021;2021-3-7;2113738;6051;46;;;"INSERT INTO dados_estado_sp VALUES('2021-3-7', 2113738, 6051, 46);"
08/03/2021;2021-3-8;2117962;4224;121;;;"INSERT INTO dados_estado_sp VALUES('2021-3-8', 2117962, 4224, 121);"
09/03/2021;2021-3-9;2134020;16058;517;;;"INSERT INTO dados_estado_sp VALUES('2021-3-9', 2134020, 16058, 517);"
10/03/2021;2021-3-10;2149561;15541;469;;;"INSERT INTO dados_estado_sp VALUES('2021-3-10', 2149561, 15541, 469);"
11/03/2021;2021-3-11;2164066;14505;440;;;"INSERT INTO dados_estado_sp VALUES('2021-3-11', 2164066, 14505, 440);"
12/03/2021;2021-3-12;2179786;15720;521;;;"INSERT INTO dados_estado_sp VALUES('2021-3-12', 2179786, 15720, 521);"
13/03/2021;2021-3-13;2195130;15344;434;;;"INSERT INTO dados_estado_sp VALUES('2021-3-13', 2195130, 15344, 434);"
14/03/2021;2021-3-14;2202983;7853;158;;;"INSERT INTO dados_estado_sp VALUES('2021-3-14', 2202983, 7853, 158);"
15/03/2021;2021-3-15;2208242;5259;100;;;"INSERT INTO dados_estado_sp VALUES('2021-3-15', 2208242, 5259, 100);"
16/03/2021;2021-3-16;2225926;17684;679;;;"INSERT INTO dados_estado_sp VALUES('2021-3-16', 2225926, 17684, 679);"
17/03/2021;2021-3-17;2243868;17942;617;;;"INSERT INTO dados_estado_sp VALUES('2021-3-17', 2243868, 17942, 617);"
18/03/2021;2021-3-18;2261360;17492;659;;;"INSERT INTO dados_estado_sp VALUES('2021-3-18', 2261360, 17492, 659);"
19/03/2021;2021-3-19;2280033;18673;620;;;"INSERT INTO dados_estado_sp VALUES('2021-3-19', 2280033, 18673, 620);"
20/03/2021;2021-3-20;2298061;18028;616;;;"INSERT INTO dados_estado_sp VALUES('2021-3-20', 2298061, 18028, 616);"
21/03/2021;2021-3-21;2306326;8265;144;;;"INSERT INTO dados_estado_sp VALUES('2021-3-21', 2306326, 8265, 144);"
22/03/2021;2021-3-22;2311101;4775;44;;;"INSERT INTO dados_estado_sp VALUES('2021-3-22', 2311101, 4775, 44);"
23/03/2021;2021-3-23;2332043;20942;1021;;;"INSERT INTO dados_estado_sp VALUES('2021-3-23', 2332043, 20942, 1021);"
24/03/2021;2021-3-24;2352438;20395;281;;;"INSERT INTO dados_estado_sp VALUES('2021-3-24', 2352438, 20395, 281);"
25/03/2021;2021-3-25;2370885;18447;599;;;"INSERT INTO dados_estado_sp VALUES('2021-3-25', 2370885, 18447, 599);"
26/03/2021;2021-3-26;2392374;21489;1193;;;"INSERT INTO dados_estado_sp VALUES('2021-3-26', 2392374, 21489, 1193);"
27/03/2021;2021-3-27;2410498;18124;1051;;;"INSERT INTO dados_estado_sp VALUES('2021-3-27', 2410498, 18124, 1051);"
28/03/2021;2021-3-28;2420100;9602;244;;;"INSERT INTO dados_estado_sp VALUES('2021-3-28', 2420100, 9602, 244);"
29/03/2021;2021-3-29;2425320;5220;292;;;"INSERT INTO dados_estado_sp VALUES('2021-3-29', 2425320, 5220, 292);"
30/03/2021;2021-3-30;2446680;21360;1209;;;"INSERT INTO dados_estado_sp VALUES('2021-3-30', 2446680, 21360, 1209);"
31/03/2021;2021-3-31;2469849;23169;1160;;;"INSERT INTO dados_estado_sp VALUES('2021-3-31', 2469849, 23169, 1160);"
01/04/2021;2021-4-1;2496416;26567;1082;;;"INSERT INTO dados_estado_sp VALUES('2021-4-1', 2496416, 26567, 1082);"
02/04/2021;2021-4-2;2513178;16762;818;;;"INSERT INTO dados_estado_sp VALUES('2021-4-2', 2513178, 16762, 818);"
03/04/2021;2021-4-3;2520204;7026;198;;;"INSERT INTO dados_estado_sp VALUES('2021-4-3', 2520204, 7026, 198);"
04/04/2021;2021-4-4;2527400;7196;270;;;"INSERT INTO dados_estado_sp VALUES('2021-4-4', 2527400, 7196, 270);"
05/04/2021;2021-4-5;2532047;4647;145;;;"INSERT INTO dados_estado_sp VALUES('2021-4-5', 2532047, 4647, 145);"
06/04/2021;2021-4-6;2554841;22794;1389;;;"INSERT INTO dados_estado_sp VALUES('2021-4-6', 2554841, 22794, 1389);"
07/04/2021;2021-4-7;2576362;21521;889;;;"INSERT INTO dados_estado_sp VALUES('2021-4-7', 2576362, 21521, 889);"
08/04/2021;2021-4-8;2597366;21004;1299;;;"INSERT INTO dados_estado_sp VALUES('2021-4-8', 2597366, 21004, 1299);"
09/04/2021;2021-4-9;2618067;20701;1008;;;"INSERT INTO dados_estado_sp VALUES('2021-4-9', 2618067, 20701, 1008);"
10/04/2021;2021-4-10;2635378;17311;657;;;"INSERT INTO dados_estado_sp VALUES('2021-4-10', 2635378, 17311, 657);"
11/04/2021;2021-4-11;2643534;8156;510;;;"INSERT INTO dados_estado_sp VALUES('2021-4-11', 2643534, 8156, 510);"
12/04/2021;2021-4-12;2648844;5310;181;;;"INSERT INTO dados_estado_sp VALUES('2021-4-12', 2648844, 5310, 181);"
13/04/2021;2021-4-13;2667241;18397;1282;;;"INSERT INTO dados_estado_sp VALUES('2021-4-13', 2667241, 18397, 1282);"
14/04/2021;2021-4-14;2686031;18790;1095;;;"INSERT INTO dados_estado_sp VALUES('2021-4-14', 2686031, 18790, 1095);"
15/04/2021;2021-4-15;2704098;18067;1060;;;"INSERT INTO dados_estado_sp VALUES('2021-4-15', 2704098, 18067, 1060);"
16/04/2021;2021-4-16;2722077;17979;791;;;"INSERT INTO dados_estado_sp VALUES('2021-4-16', 2722077, 17979, 791);"
17/04/2021;2021-4-17;2739823;17746;771;;;"INSERT INTO dados_estado_sp VALUES('2021-4-17', 2739823, 17746, 771);"
18/04/2021;2021-4-18;2746217;6394;253;;;"INSERT INTO dados_estado_sp VALUES('2021-4-18', 2746217, 6394, 253);"
19/04/2021;2021-4-19;2750300;4083;178;;;"INSERT INTO dados_estado_sp VALUES('2021-4-19', 2750300, 4083, 178);"
20/04/2021;2021-4-20;2769360;19060;1122;;;"INSERT INTO dados_estado_sp VALUES('2021-4-20', 2769360, 19060, 1122);"
21/04/2021;2021-4-21;2786483;17123;977;;;"INSERT INTO dados_estado_sp VALUES('2021-4-21', 2786483, 17123, 977);"
22/04/2021;2021-4-22;2793750;7267;183;;;"INSERT INTO dados_estado_sp VALUES('2021-4-22', 2793750, 7267, 183);"
23/04/2021;2021-4-23;2811562;17812;863;;;"INSERT INTO dados_estado_sp VALUES('2021-4-23', 2811562, 17812, 863);"
